video,status,original_fps,target_fps,total_frames,duration_seconds,saved_frames
trial_lie_058.mp4,success,29.97002997002997,5,660,22.022000000000002,110
trial_lie_059.mp4,success,29.97002997002997,5,1199,40.00663333333333,200
trial_lie_060.mp4,success,29.97002997002997,5,750,25.025000000000002,125
trial_lie_061.mp4,success,29.97002997002997,5,870,29.029,145
trial_truth_001.mp4,success,29.97002997002997,5,427,14.247566666666668,69
trial_truth_002.mp4,success,29.97002997002997,5,618,20.6206,99
trial_truth_003.mp4,success,29.97,5,383,12.779446112779446,64
trial_truth_004.mp4,success,29.97,5,2443,81.51484818151485,408
trial_truth_005.mp4,success,29.97,5,1043,34.80146813480147,174
trial_truth_006.mp4,success,29.97,5,918,30.63063063063063,153
trial_truth_007.mp4,success,29.97,5,2147,71.6383049716383,358
trial_truth_008.mp4,success,29.97002997002997,5,1368,45.6456,222
trial_truth_009.mp4,success,29.97002997002997,5,680,22.689333333333334,113
trial_truth_010.mp4,success,29.97002997002997,5,2188,73.00626666666666,361
trial_truth_011.mp4,success,29.97002997002997,5,1278,42.6426,205
trial_truth_012.mp4,success,29.97002997002997,5,856,28.561866666666667,142
trial_truth_013.mp4,success,29.97002997002997,5,882,29.4294,139
trial_truth_014.mp4,success,29.97002997002997,5,409,13.646966666666668,64
trial_truth_015.mp4,success,29.97002997002997,5,1109,37.00363333333333,178
trial_truth_016.mp4,success,25.0,5,188,7.52,38
trial_truth_017.mp4,success,25.0,5,113,4.52,23
trial_truth_018.mp4,success,25.0,5,174,6.96,35
trial_truth_019.mp4,success,25.0,5,325,13.0,65
trial_truth_020.mp4,success,25.0,5,173,6.92,35
trial_truth_021.mp4,success,24.0,5,262,10.916666666666666,53
trial_truth_022.mp4,success,29.97002997002997,5,855,28.5285,143
trial_truth_023.mp4,success,29.917,5,700,23.39806798810041,113
trial_truth_024.mp4,success,29.97002997002997,5,723,24.124100000000002,112
trial_truth_025.mp4,success,29.983670864693405,5,1065,35.519333333333336,169
trial_truth_026.mp4,success,29.97002997002997,5,960,32.032000000000004,160
trial_truth_027.mp4,success,17.0,5,425,25.0,142
trial_truth_028.mp4,success,25.0,5,450,18.0,90
trial_truth_029.mp4,success,25.0,5,575,23.0,115
trial_truth_030.mp4,success,25.0,5,1375,55.0,275
trial_truth_031.mp4,success,25.0,5,450,18.0,90
trial_truth_032.mp4,success,25.0,5,925,37.0,185
trial_truth_033.mp4,success,25.0,5,425,17.0,85
trial_truth_034.mp4,success,25.0,5,775,31.0,155
trial_truth_035.mp4,success,25.0,5,750,30.0,150
trial_truth_036.mp4,success,25.0,5,925,37.0,185
trial_truth_037.mp4,success,25.0,5,549,21.96,110
trial_truth_038.mp4,success,25.0,5,474,18.96,95
trial_truth_039.mp4,success,25.0,5,800,32.0,160
trial_truth_040.mp4,success,25.0,5,774,30.96,155
trial_truth_041.mp4,success,10.0,5,340,34.0,170
trial_truth_042.mp4,success,10.0,5,300,30.0,150
trial_truth_043.mp4,success,10.0,5,220,22.0,110
trial_truth_044.mp4,success,10.0,5,210,21.0,105
trial_truth_045.mp4,success,10.0,5,330,33.0,165
trial_truth_046.mp4,success,10.0,5,370,37.0,185
trial_truth_047.mp4,success,10.0,5,260,26.0,130
trial_truth_048.mp4,success,10.0,5,260,26.0,130
trial_truth_049.mp4,success,10.0,5,300,30.0,150
trial_truth_050.mp4,success,10.0,5,230,23.0,115
trial_truth_051.mp4,success,29.97002997002997,5,870,29.029,145
trial_truth_052.mp4,success,10.0,5,290,29.0,145
trial_truth_053.mp4,success,27.0,5,810,30.0,162
trial_truth_054.mp4,success,29.97002997002997,5,720,24.024,120
trial_truth_055.mp4,success,29.97002997002997,5,870,29.029,145
trial_truth_056.mp4,success,29.97002997002997,5,1019,34.00063333333333,170
trial_truth_057.mp4,success,29.97002997002997,5,1139,38.00463333333333,190
trial_truth_058.mp4,success,29.97002997002997,5,630,21.021,105
trial_truth_059.mp4,success,29.97002997002997,5,810,27.027,135
trial_truth_060.mp4,success,27.0,5,540,20.0,108
