video_name,label,window_index,start_frame,end_frame,start_time,end_time
trial_truth_020,0,0,0,25,0.0,5.0
trial_truth_020,0,1,10,35,2.0,7.0
trial_truth_024,0,0,0,25,0.0,5.0
trial_truth_024,0,1,10,35,2.0,7.0
trial_truth_024,0,2,20,45,4.0,9.0
trial_truth_024,0,3,30,55,6.0,11.0
trial_truth_024,0,4,40,65,8.0,13.0
trial_truth_024,0,5,50,75,10.0,15.0
trial_truth_024,0,6,60,85,12.0,17.0
trial_truth_024,0,7,70,95,14.0,19.0
trial_truth_024,0,8,80,105,16.0,21.0
trial_truth_005,0,0,0,25,0.0,5.0
trial_truth_005,0,1,10,35,2.0,7.0
trial_truth_005,0,2,20,45,4.0,9.0
trial_truth_005,0,3,30,55,6.0,11.0
trial_truth_005,0,4,40,65,8.0,13.0
trial_truth_005,0,5,50,75,10.0,15.0
trial_truth_005,0,6,60,85,12.0,17.0
trial_truth_005,0,7,70,95,14.0,19.0
trial_truth_005,0,8,80,105,16.0,21.0
trial_truth_005,0,9,90,115,18.0,23.0
trial_truth_005,0,10,100,125,20.0,25.0
trial_truth_005,0,11,110,135,22.0,27.0
trial_truth_005,0,12,120,145,24.0,29.0
trial_truth_005,0,13,130,155,26.0,31.0
trial_truth_005,0,14,140,165,28.0,33.0
trial_lie_009,1,0,0,25,0.0,5.0
trial_lie_009,1,1,10,35,2.0,7.0
trial_lie_009,1,2,20,45,4.0,9.0
trial_lie_009,1,3,30,55,6.0,11.0
trial_lie_009,1,4,40,65,8.0,13.0
trial_lie_009,1,5,50,75,10.0,15.0
trial_lie_009,1,6,60,85,12.0,17.0
trial_lie_009,1,7,70,95,14.0,19.0
trial_lie_005,1,0,0,25,0.0,5.0
trial_lie_005,1,1,10,35,2.0,7.0
trial_truth_045,0,0,0,25,0.0,5.0
trial_truth_045,0,1,10,35,2.0,7.0
trial_truth_045,0,2,20,45,4.0,9.0
trial_truth_045,0,3,30,55,6.0,11.0
trial_truth_045,0,4,40,65,8.0,13.0
trial_truth_045,0,5,50,75,10.0,15.0
trial_truth_045,0,6,60,85,12.0,17.0
trial_truth_045,0,7,70,95,14.0,19.0
trial_truth_045,0,8,80,105,16.0,21.0
trial_truth_045,0,9,90,115,18.0,23.0
trial_truth_045,0,10,100,125,20.0,25.0
trial_truth_045,0,11,110,135,22.0,27.0
trial_truth_045,0,12,120,145,24.0,29.0
trial_truth_045,0,13,130,155,26.0,31.0
trial_truth_045,0,14,140,165,28.0,33.0
trial_truth_056,0,0,0,25,0.0,5.0
trial_truth_056,0,1,10,35,2.0,7.0
trial_truth_056,0,2,20,45,4.0,9.0
trial_truth_056,0,3,30,55,6.0,11.0
trial_truth_056,0,4,40,65,8.0,13.0
trial_truth_056,0,5,50,75,10.0,15.0
trial_truth_056,0,6,60,85,12.0,17.0
trial_truth_056,0,7,70,95,14.0,19.0
trial_truth_056,0,8,80,105,16.0,21.0
trial_truth_056,0,9,90,115,18.0,23.0
trial_truth_056,0,10,100,125,20.0,25.0
trial_truth_056,0,11,110,135,22.0,27.0
trial_truth_056,0,12,120,145,24.0,29.0
trial_truth_056,0,13,130,155,26.0,31.0
trial_truth_056,0,14,140,165,28.0,33.0
trial_lie_054,1,0,0,25,0.0,5.0
trial_lie_054,1,1,10,35,2.0,7.0
trial_lie_054,1,2,20,45,4.0,9.0
trial_lie_054,1,3,30,55,6.0,11.0
trial_lie_054,1,4,40,65,8.0,13.0
trial_truth_007,0,0,0,25,0.0,5.0
trial_truth_007,0,1,10,35,2.0,7.0
trial_truth_007,0,2,20,45,4.0,9.0
trial_truth_007,0,3,30,55,6.0,11.0
trial_truth_007,0,4,40,65,8.0,13.0
trial_truth_007,0,5,50,75,10.0,15.0
trial_truth_007,0,6,60,85,12.0,17.0
trial_truth_007,0,7,70,95,14.0,19.0
trial_truth_007,0,8,80,105,16.0,21.0
trial_truth_007,0,9,90,115,18.0,23.0
trial_truth_007,0,10,100,125,20.0,25.0
trial_truth_007,0,11,110,135,22.0,27.0
trial_truth_007,0,12,120,145,24.0,29.0
trial_truth_007,0,13,130,155,26.0,31.0
trial_truth_007,0,14,140,165,28.0,33.0
trial_truth_007,0,15,150,175,30.0,35.0
trial_truth_007,0,16,160,185,32.0,37.0
trial_truth_007,0,17,170,195,34.0,39.0
trial_truth_007,0,18,180,205,36.0,41.0
trial_truth_007,0,19,190,215,38.0,43.0
trial_truth_007,0,20,200,225,40.0,45.0
trial_truth_007,0,21,210,235,42.0,47.0
trial_truth_007,0,22,220,245,44.0,49.0
trial_truth_007,0,23,230,255,46.0,51.0
trial_truth_007,0,24,240,265,48.0,53.0
trial_truth_007,0,25,250,275,50.0,55.0
trial_truth_007,0,26,260,285,52.0,57.0
trial_truth_007,0,27,270,295,54.0,59.0
trial_truth_007,0,28,280,305,56.0,61.0
trial_truth_007,0,29,290,315,58.0,63.0
trial_truth_007,0,30,300,325,60.0,65.0
trial_truth_007,0,31,310,335,62.0,67.0
trial_lie_056,1,0,0,25,0.0,5.0
trial_lie_056,1,1,10,35,2.0,7.0
trial_lie_056,1,2,20,45,4.0,9.0
trial_lie_056,1,3,30,55,6.0,11.0
trial_lie_056,1,4,40,65,8.0,13.0
trial_lie_056,1,5,50,75,10.0,15.0
trial_lie_056,1,6,60,85,12.0,17.0
trial_lie_056,1,7,70,95,14.0,19.0
trial_lie_056,1,8,80,105,16.0,21.0
trial_lie_056,1,9,90,115,18.0,23.0
trial_lie_056,1,10,100,125,20.0,25.0
trial_lie_031,1,0,0,25,0.0,5.0
trial_lie_031,1,1,10,35,2.0,7.0
trial_lie_031,1,2,20,45,4.0,9.0
trial_lie_031,1,3,30,55,6.0,11.0
trial_lie_031,1,4,40,65,8.0,13.0
trial_lie_031,1,5,50,75,10.0,15.0
trial_lie_031,1,6,60,85,12.0,17.0
trial_lie_031,1,7,70,95,14.0,19.0
trial_lie_031,1,8,80,105,16.0,21.0
trial_lie_031,1,9,90,115,18.0,23.0
trial_lie_031,1,10,100,125,20.0,25.0
trial_truth_051,0,0,0,25,0.0,5.0
trial_truth_051,0,1,10,35,2.0,7.0
trial_truth_051,0,2,20,45,4.0,9.0
trial_truth_051,0,3,30,55,6.0,11.0
trial_truth_051,0,4,40,65,8.0,13.0
trial_truth_051,0,5,50,75,10.0,15.0
trial_truth_051,0,6,60,85,12.0,17.0
trial_truth_051,0,7,70,95,14.0,19.0
trial_truth_051,0,8,80,105,16.0,21.0
trial_truth_022,0,0,0,25,0.0,5.0
trial_truth_022,0,1,10,35,2.0,7.0
trial_truth_022,0,2,20,45,4.0,9.0
trial_truth_022,0,3,30,55,6.0,11.0
trial_truth_022,0,4,40,65,8.0,13.0
trial_truth_022,0,5,50,75,10.0,15.0
trial_truth_022,0,6,60,85,12.0,17.0
trial_truth_022,0,7,70,95,14.0,19.0
trial_truth_022,0,8,80,105,16.0,21.0
trial_truth_022,0,9,90,115,18.0,23.0
trial_truth_022,0,10,100,125,20.0,25.0
trial_truth_022,0,11,110,135,22.0,27.0
trial_lie_023,1,0,0,25,0.0,5.0
trial_lie_023,1,1,10,35,2.0,7.0
trial_lie_023,1,2,20,45,4.0,9.0
trial_lie_023,1,3,30,55,6.0,11.0
trial_lie_023,1,4,40,65,8.0,13.0
trial_lie_023,1,5,50,75,10.0,15.0
trial_lie_023,1,6,60,85,12.0,17.0
trial_lie_023,1,7,70,95,14.0,19.0
trial_lie_023,1,8,80,105,16.0,21.0
trial_lie_023,1,9,90,115,18.0,23.0
trial_lie_023,1,10,100,125,20.0,25.0
trial_lie_023,1,11,110,135,22.0,27.0
trial_lie_023,1,12,120,145,24.0,29.0
trial_lie_023,1,13,130,155,26.0,31.0
trial_lie_023,1,14,140,165,28.0,33.0
trial_lie_023,1,15,150,175,30.0,35.0
trial_lie_023,1,16,160,185,32.0,37.0
trial_lie_023,1,17,170,195,34.0,39.0
trial_lie_023,1,18,180,205,36.0,41.0
trial_lie_015,1,0,0,25,0.0,5.0
trial_lie_015,1,1,10,35,2.0,7.0
trial_lie_015,1,2,20,45,4.0,9.0
trial_lie_015,1,3,30,55,6.0,11.0
trial_lie_015,1,4,40,65,8.0,13.0
trial_lie_015,1,5,50,75,10.0,15.0
trial_lie_015,1,6,60,85,12.0,17.0
trial_lie_015,1,7,70,95,14.0,19.0
trial_lie_015,1,8,80,105,16.0,21.0
trial_lie_015,1,9,90,115,18.0,23.0
trial_lie_015,1,10,100,125,20.0,25.0
trial_lie_015,1,11,110,135,22.0,27.0
trial_lie_015,1,12,120,145,24.0,29.0
trial_lie_015,1,13,130,155,26.0,31.0
trial_lie_015,1,14,140,165,28.0,33.0
trial_truth_059,0,0,0,25,0.0,5.0
trial_truth_059,0,1,10,35,2.0,7.0
trial_truth_059,0,2,20,45,4.0,9.0
trial_truth_059,0,3,30,55,6.0,11.0
trial_truth_059,0,4,40,65,8.0,13.0
trial_truth_059,0,5,50,75,10.0,15.0
trial_truth_059,0,6,60,85,12.0,17.0
trial_truth_059,0,7,70,95,14.0,19.0
trial_truth_059,0,8,80,105,16.0,21.0
trial_truth_059,0,9,90,115,18.0,23.0
trial_truth_059,0,10,100,125,20.0,25.0
trial_truth_059,0,11,110,135,22.0,27.0
trial_truth_039,0,0,0,25,0.0,5.0
trial_truth_039,0,1,10,35,2.0,7.0
trial_truth_039,0,2,20,45,4.0,9.0
trial_truth_039,0,3,30,55,6.0,11.0
trial_truth_039,0,4,40,65,8.0,13.0
trial_truth_039,0,5,50,75,10.0,15.0
trial_truth_039,0,6,60,85,12.0,17.0
trial_truth_039,0,7,70,95,14.0,19.0
trial_truth_039,0,8,80,105,16.0,21.0
trial_truth_039,0,9,90,115,18.0,23.0
trial_truth_039,0,10,100,125,20.0,25.0
trial_truth_039,0,11,110,135,22.0,27.0
trial_truth_039,0,12,120,145,24.0,29.0
trial_truth_039,0,13,130,155,26.0,31.0
trial_truth_018,0,0,0,25,0.0,5.0
trial_truth_018,0,1,10,35,2.0,7.0
trial_lie_041,1,0,0,25,0.0,5.0
trial_lie_041,1,1,10,35,2.0,7.0
trial_lie_041,1,2,20,45,4.0,9.0
trial_lie_041,1,3,30,55,6.0,11.0
trial_lie_041,1,4,40,65,8.0,13.0
trial_lie_041,1,5,50,75,10.0,15.0
trial_lie_041,1,6,60,85,12.0,17.0
trial_lie_041,1,7,70,95,14.0,19.0
trial_lie_041,1,8,80,105,16.0,21.0
trial_lie_041,1,9,90,115,18.0,23.0
trial_truth_013,0,0,0,25,0.0,5.0
trial_truth_013,0,1,10,35,2.0,7.0
trial_truth_013,0,2,20,45,4.0,9.0
trial_truth_013,0,3,30,55,6.0,11.0
trial_truth_013,0,4,40,65,8.0,13.0
trial_truth_013,0,5,50,75,10.0,15.0
trial_truth_013,0,6,60,85,12.0,17.0
trial_truth_013,0,7,70,95,14.0,19.0
trial_truth_013,0,8,80,105,16.0,21.0
trial_truth_013,0,9,90,115,18.0,23.0
trial_truth_013,0,10,100,125,20.0,25.0
trial_truth_013,0,11,110,135,22.0,27.0
trial_truth_006,0,0,0,25,0.0,5.0
trial_truth_006,0,1,10,35,2.0,7.0
trial_truth_006,0,2,20,45,4.0,9.0
trial_truth_006,0,3,30,55,6.0,11.0
trial_truth_006,0,4,40,65,8.0,13.0
trial_truth_006,0,5,50,75,10.0,15.0
trial_truth_006,0,6,60,85,12.0,17.0
trial_truth_006,0,7,70,95,14.0,19.0
trial_truth_006,0,8,80,105,16.0,21.0
trial_truth_006,0,9,90,115,18.0,23.0
trial_lie_010,1,0,0,25,0.0,5.0
trial_lie_010,1,1,10,35,2.0,7.0
trial_lie_010,1,2,20,45,4.0,9.0
trial_lie_010,1,3,30,55,6.0,11.0
trial_truth_044,0,0,0,25,0.0,5.0
trial_truth_044,0,1,10,35,2.0,7.0
trial_truth_044,0,2,20,45,4.0,9.0
trial_truth_044,0,3,30,55,6.0,11.0
trial_truth_044,0,4,40,65,8.0,13.0
trial_truth_044,0,5,50,75,10.0,15.0
trial_truth_044,0,6,60,85,12.0,17.0
trial_truth_044,0,7,70,95,14.0,19.0
trial_lie_030,1,0,0,25,0.0,5.0
trial_lie_030,1,1,10,35,2.0,7.0
trial_lie_030,1,2,20,45,4.0,9.0
trial_lie_030,1,3,30,55,6.0,11.0
trial_lie_030,1,4,40,65,8.0,13.0
trial_lie_030,1,5,50,75,10.0,15.0
trial_lie_030,1,6,60,85,12.0,17.0
trial_lie_030,1,7,70,95,14.0,19.0
trial_lie_030,1,8,80,105,16.0,21.0
trial_lie_030,1,9,90,115,18.0,23.0
trial_lie_030,1,10,100,125,20.0,25.0
trial_lie_030,1,11,110,135,22.0,27.0
trial_lie_030,1,12,120,145,24.0,29.0
trial_lie_030,1,13,130,155,26.0,31.0
trial_lie_030,1,14,140,165,28.0,33.0
trial_lie_030,1,15,150,175,30.0,35.0
trial_lie_030,1,16,160,185,32.0,37.0
trial_lie_021,1,0,0,25,0.0,5.0
trial_lie_021,1,1,10,35,2.0,7.0
trial_lie_021,1,2,20,45,4.0,9.0
trial_lie_021,1,3,30,55,6.0,11.0
trial_lie_021,1,4,40,65,8.0,13.0
trial_lie_021,1,5,50,75,10.0,15.0
trial_lie_021,1,6,60,85,12.0,17.0
trial_lie_025,1,0,0,25,0.0,5.0
trial_lie_025,1,1,10,35,2.0,7.0
trial_lie_025,1,2,20,45,4.0,9.0
trial_lie_025,1,3,30,55,6.0,11.0
trial_lie_025,1,4,40,65,8.0,13.0
trial_lie_025,1,5,50,75,10.0,15.0
trial_lie_025,1,6,60,85,12.0,17.0
trial_lie_025,1,7,70,95,14.0,19.0
trial_lie_025,1,8,80,105,16.0,21.0
trial_lie_025,1,9,90,115,18.0,23.0
trial_lie_025,1,10,100,125,20.0,25.0
trial_lie_025,1,11,110,135,22.0,27.0
trial_lie_025,1,12,120,145,24.0,29.0
trial_truth_053,0,0,0,25,0.0,5.0
trial_truth_053,0,1,10,35,2.0,7.0
trial_truth_053,0,2,20,45,4.0,9.0
trial_truth_053,0,3,30,55,6.0,11.0
trial_truth_053,0,4,40,65,8.0,13.0
trial_truth_053,0,5,50,75,10.0,15.0
trial_truth_053,0,6,60,85,12.0,17.0
trial_truth_053,0,7,70,95,14.0,19.0
trial_truth_053,0,8,80,105,16.0,21.0
trial_truth_053,0,9,90,115,18.0,23.0
trial_truth_053,0,10,100,125,20.0,25.0
trial_truth_053,0,11,110,135,22.0,27.0
trial_truth_053,0,12,120,145,24.0,29.0
trial_truth_053,0,13,130,155,26.0,31.0
trial_truth_036,0,0,0,25,0.0,5.0
trial_truth_036,0,1,10,35,2.0,7.0
trial_truth_036,0,2,20,45,4.0,9.0
trial_truth_036,0,3,30,55,6.0,11.0
trial_truth_036,0,4,40,65,8.0,13.0
trial_truth_036,0,5,50,75,10.0,15.0
trial_truth_036,0,6,60,85,12.0,17.0
trial_truth_036,0,7,70,95,14.0,19.0
trial_truth_036,0,8,80,105,16.0,21.0
trial_truth_036,0,9,90,115,18.0,23.0
trial_truth_036,0,10,100,125,20.0,25.0
trial_truth_036,0,11,110,135,22.0,27.0
trial_truth_036,0,12,120,145,24.0,29.0
trial_truth_036,0,13,130,155,26.0,31.0
trial_truth_036,0,14,140,165,28.0,33.0
trial_truth_036,0,15,150,175,30.0,35.0
trial_truth_036,0,16,160,185,32.0,37.0
trial_lie_011,1,0,0,25,0.0,5.0
trial_lie_011,1,1,10,35,2.0,7.0
trial_lie_011,1,2,20,45,4.0,9.0
trial_lie_011,1,3,30,55,6.0,11.0
trial_lie_011,1,4,40,65,8.0,13.0
trial_lie_011,1,5,50,75,10.0,15.0
trial_lie_011,1,6,60,85,12.0,17.0
trial_lie_011,1,7,70,95,14.0,19.0
trial_lie_011,1,8,80,105,16.0,21.0
trial_lie_011,1,9,90,115,18.0,23.0
trial_lie_011,1,10,100,125,20.0,25.0
trial_lie_011,1,11,110,135,22.0,27.0
trial_lie_011,1,12,120,145,24.0,29.0
trial_lie_011,1,13,130,155,26.0,31.0
trial_lie_011,1,14,140,165,28.0,33.0
trial_lie_038,1,0,0,25,0.0,5.0
trial_lie_038,1,1,10,35,2.0,7.0
trial_lie_038,1,2,20,45,4.0,9.0
trial_lie_038,1,3,30,55,6.0,11.0
trial_lie_038,1,4,40,65,8.0,13.0
trial_lie_038,1,5,50,75,10.0,15.0
trial_lie_038,1,6,60,85,12.0,17.0
trial_lie_038,1,7,70,95,14.0,19.0
trial_lie_038,1,8,80,105,16.0,21.0
trial_lie_038,1,9,90,115,18.0,23.0
trial_lie_038,1,10,100,125,20.0,25.0
trial_lie_028,1,0,0,25,0.0,5.0
trial_lie_028,1,1,10,35,2.0,7.0
trial_lie_028,1,2,20,45,4.0,9.0
trial_lie_028,1,3,30,55,6.0,11.0
trial_lie_028,1,4,40,65,8.0,13.0
trial_lie_028,1,5,50,75,10.0,15.0
trial_lie_028,1,6,60,85,12.0,17.0
trial_lie_028,1,7,70,95,14.0,19.0
trial_lie_028,1,8,80,105,16.0,21.0
trial_lie_028,1,9,90,115,18.0,23.0
trial_lie_039,1,0,0,25,0.0,5.0
trial_lie_039,1,1,10,35,2.0,7.0
trial_lie_039,1,2,20,45,4.0,9.0
trial_lie_039,1,3,30,55,6.0,11.0
trial_lie_039,1,4,40,65,8.0,13.0
trial_lie_039,1,5,50,75,10.0,15.0
trial_lie_039,1,6,60,85,12.0,17.0
trial_lie_039,1,7,70,95,14.0,19.0
trial_lie_039,1,8,80,105,16.0,21.0
trial_lie_039,1,9,90,115,18.0,23.0
trial_lie_039,1,10,100,125,20.0,25.0
trial_lie_039,1,11,110,135,22.0,27.0
trial_lie_039,1,12,120,145,24.0,29.0
trial_lie_039,1,13,130,155,26.0,31.0
trial_truth_058,0,0,0,25,0.0,5.0
trial_truth_058,0,1,10,35,2.0,7.0
trial_truth_058,0,2,20,45,4.0,9.0
trial_truth_058,0,3,30,55,6.0,11.0
trial_truth_058,0,4,40,65,8.0,13.0
trial_truth_058,0,5,50,75,10.0,15.0
trial_truth_058,0,6,60,85,12.0,17.0
trial_truth_058,0,7,70,95,14.0,19.0
trial_truth_058,0,8,80,105,16.0,21.0
trial_truth_014,0,0,0,25,0.0,5.0
trial_truth_014,0,1,10,35,2.0,7.0
trial_truth_014,0,2,20,45,4.0,9.0
trial_truth_014,0,3,30,55,6.0,11.0
trial_lie_019,1,0,0,25,0.0,5.0
trial_lie_019,1,1,10,35,2.0,7.0
trial_lie_019,1,2,20,45,4.0,9.0
trial_lie_019,1,3,30,55,6.0,11.0
trial_lie_019,1,4,40,65,8.0,13.0
trial_lie_019,1,5,50,75,10.0,15.0
trial_lie_019,1,6,60,85,12.0,17.0
trial_lie_019,1,7,70,95,14.0,19.0
trial_lie_019,1,8,80,105,16.0,21.0
trial_lie_019,1,9,90,115,18.0,23.0
trial_lie_019,1,10,100,125,20.0,25.0
trial_lie_019,1,11,110,135,22.0,27.0
trial_lie_019,1,12,120,145,24.0,29.0
trial_lie_019,1,13,130,155,26.0,31.0
trial_lie_019,1,14,140,165,28.0,33.0
trial_lie_019,1,15,150,175,30.0,35.0
trial_lie_052,1,0,0,25,0.0,5.0
trial_lie_052,1,1,10,35,2.0,7.0
trial_lie_052,1,2,20,45,4.0,9.0
trial_lie_052,1,3,30,55,6.0,11.0
trial_lie_052,1,4,40,65,8.0,13.0
trial_lie_052,1,5,50,75,10.0,15.0
trial_lie_052,1,6,60,85,12.0,17.0
trial_lie_052,1,7,70,95,14.0,19.0
trial_lie_052,1,8,80,105,16.0,21.0
trial_lie_052,1,9,90,115,18.0,23.0
trial_lie_052,1,10,100,125,20.0,25.0
trial_lie_052,1,11,110,135,22.0,27.0
trial_lie_052,1,12,120,145,24.0,29.0
trial_lie_052,1,13,130,155,26.0,31.0
trial_lie_052,1,14,140,165,28.0,33.0
trial_lie_052,1,15,150,175,30.0,35.0
trial_lie_052,1,16,160,185,32.0,37.0
trial_lie_052,1,17,170,195,34.0,39.0
trial_lie_052,1,18,180,205,36.0,41.0
trial_truth_028,0,0,0,25,0.0,5.0
trial_truth_028,0,1,10,35,2.0,7.0
trial_truth_028,0,2,20,45,4.0,9.0
trial_truth_028,0,3,30,55,6.0,11.0
trial_truth_028,0,4,40,65,8.0,13.0
trial_truth_028,0,5,50,75,10.0,15.0
trial_truth_047,0,0,0,25,0.0,5.0
trial_truth_047,0,1,10,35,2.0,7.0
trial_truth_047,0,2,20,45,4.0,9.0
trial_truth_047,0,3,30,55,6.0,11.0
trial_truth_047,0,4,40,65,8.0,13.0
trial_truth_047,0,5,50,75,10.0,15.0
trial_truth_047,0,6,60,85,12.0,17.0
trial_truth_047,0,7,70,95,14.0,19.0
trial_truth_047,0,8,80,105,16.0,21.0
trial_truth_047,0,9,90,115,18.0,23.0
trial_truth_047,0,10,100,125,20.0,25.0
trial_lie_024,1,0,0,25,0.0,5.0
trial_lie_024,1,1,10,35,2.0,7.0
trial_lie_024,1,2,20,45,4.0,9.0
trial_lie_024,1,3,30,55,6.0,11.0
trial_lie_024,1,4,40,65,8.0,13.0
trial_lie_024,1,5,50,75,10.0,15.0
trial_lie_024,1,6,60,85,12.0,17.0
trial_lie_024,1,7,70,95,14.0,19.0
trial_lie_024,1,8,80,105,16.0,21.0
trial_lie_024,1,9,90,115,18.0,23.0
trial_truth_009,0,0,0,25,0.0,5.0
trial_truth_009,0,1,10,35,2.0,7.0
trial_truth_009,0,2,20,45,4.0,9.0
trial_truth_009,0,3,30,55,6.0,11.0
trial_truth_009,0,4,40,65,8.0,13.0
trial_truth_009,0,5,50,75,10.0,15.0
trial_truth_009,0,6,60,85,12.0,17.0
trial_truth_009,0,7,70,95,14.0,19.0
trial_truth_009,0,8,80,105,16.0,21.0
trial_truth_049,0,0,0,25,0.0,5.0
trial_truth_049,0,1,10,35,2.0,7.0
trial_truth_049,0,2,20,45,4.0,9.0
trial_truth_049,0,3,30,55,6.0,11.0
trial_truth_049,0,4,40,65,8.0,13.0
trial_truth_049,0,5,50,75,10.0,15.0
trial_truth_049,0,6,60,85,12.0,17.0
trial_truth_049,0,7,70,95,14.0,19.0
trial_truth_049,0,8,80,105,16.0,21.0
trial_truth_049,0,9,90,115,18.0,23.0
trial_truth_049,0,10,100,125,20.0,25.0
trial_truth_049,0,11,110,135,22.0,27.0
trial_truth_049,0,12,120,145,24.0,29.0
trial_truth_019,0,0,0,25,0.0,5.0
trial_truth_019,0,1,10,35,2.0,7.0
trial_truth_019,0,2,20,45,4.0,9.0
trial_truth_019,0,3,30,55,6.0,11.0
trial_truth_019,0,4,40,65,8.0,13.0
trial_truth_002,0,0,0,25,0.0,5.0
trial_truth_002,0,1,10,35,2.0,7.0
trial_truth_002,0,2,20,45,4.0,9.0
trial_truth_002,0,3,30,55,6.0,11.0
trial_truth_002,0,4,40,65,8.0,13.0
trial_truth_002,0,5,50,75,10.0,15.0
trial_truth_002,0,6,60,85,12.0,17.0
trial_truth_002,0,7,70,95,14.0,19.0
trial_lie_061,1,0,0,25,0.0,5.0
trial_lie_061,1,1,10,35,2.0,7.0
trial_lie_061,1,2,20,45,4.0,9.0
trial_truth_010,0,0,0,25,0.0,5.0
trial_truth_010,0,1,10,35,2.0,7.0
trial_truth_010,0,2,20,45,4.0,9.0
trial_truth_010,0,3,30,55,6.0,11.0
trial_truth_010,0,4,40,65,8.0,13.0
trial_truth_010,0,5,50,75,10.0,15.0
trial_truth_010,0,6,60,85,12.0,17.0
trial_truth_010,0,7,70,95,14.0,19.0
trial_truth_010,0,8,80,105,16.0,21.0
trial_truth_010,0,9,90,115,18.0,23.0
trial_truth_010,0,10,100,125,20.0,25.0
trial_truth_010,0,11,110,135,22.0,27.0
trial_truth_010,0,12,120,145,24.0,29.0
trial_truth_010,0,13,130,155,26.0,31.0
trial_truth_010,0,14,140,165,28.0,33.0
trial_truth_010,0,15,150,175,30.0,35.0
trial_truth_010,0,16,160,185,32.0,37.0
trial_truth_010,0,17,170,195,34.0,39.0
trial_truth_010,0,18,180,205,36.0,41.0
trial_truth_010,0,19,190,215,38.0,43.0
trial_truth_010,0,20,200,225,40.0,45.0
trial_truth_010,0,21,210,235,42.0,47.0
trial_truth_010,0,22,220,245,44.0,49.0
trial_truth_010,0,23,230,255,46.0,51.0
trial_truth_010,0,24,240,265,48.0,53.0
trial_truth_010,0,25,250,275,50.0,55.0
trial_truth_010,0,26,260,285,52.0,57.0
trial_truth_010,0,27,270,295,54.0,59.0
trial_truth_010,0,28,280,305,56.0,61.0
trial_truth_010,0,29,290,315,58.0,63.0
trial_truth_010,0,30,300,325,60.0,65.0
